CODI_CAPA,CAPA_GENERICA,NOM_CAPA,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI,ID,id
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.118998,41.398967,FGC - REINA ELISENDA-,5,23,Sarrià-Sant Gervasi,Sarrià,547,547
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174821,41.4294,Virrei Amat (Virrei Amat (mar))-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,548,548
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.210181,41.429971,Verneda (Ctra. Mataró)-,,,,,549,549
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.130258,41.369771,Santa Eulàlia (Riera Blanca)-,,,,,550,550
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163204,41.405764,Joanic (Pi i Margall)-,6,32,Gràcia,el Camp d'en Grassot i Gràcia Nova,551,551
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.177446,41.42256,Maragall (Ronda Guinardó - costat Mar)-,7,35,Horta-Guinardó,el Guinardó,552,552
K003,Transports i serveis relacionats,RENFE,2.140341,41.379074,RENFE - SANTS ESTACIÓ-,3,18,Sants-Montjuïc,Sants,553,553
K011,Transports i serveis relacionats,Tramvia,2.186836,41.401681,"TRAMVIA (T4, T5, T6) - GLÒRIES-",2,5,Eixample,el Fort Pienc,554,554
K004,Transports i serveis relacionats,Tren a l'aeroport,2.140341,41.379074,Tren AEROPORT - SANTS ESTACIÓ-,3,18,Sants-Montjuïc,Sants,555,555
K004,Transports i serveis relacionats,Tren a l'aeroport,2.09108,41.331201,Tren AEROPORT - PRAT DE LLOBREGAT-,,,,,556,556
K004,Transports i serveis relacionats,Tren a l'aeroport,2.073913,41.304419,Tren AEROPORT- AEROPORT-,,,,,557,557
K003,Transports i serveis relacionats,RENFE,2.180357,41.46161,RENFE - TORRE BARÓ-,8,54,Nou Barris,Torre Baró,558,558
K003,Transports i serveis relacionats,RENFE,2.169552,41.388029,RENFE - CATALUNYA-,2,7,Eixample,la Dreta de l'Eixample,559,559
K011,Transports i serveis relacionats,Tramvia,2.068805,41.356785,"TRAMVIA (T1,T2) - CORNELLÀ CENTRE-",,,,,560,560
K011,Transports i serveis relacionats,Tramvia,2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-",4,20,Les Corts,la Maternitat i Sant Ramon,561,561
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173855,41.437143,Llucmajor (Plaça Jardins d'Alfàbia)-,8,45,Nou Barris,Porta,562,562
K008,Transports i serveis relacionats,Estació marítima,2.175271,41.352842,Terminal Marítima E *Creuers-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,563,563
K011,Transports i serveis relacionats,Tramvia,2.07622,41.371003,TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-,,,,,564,564
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.126293,41.388261,Maria Cristina (Av. Diagonal / Doctor Ferran)-,4,21,Les Corts,Pedralbes,565,565
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.130663,41.384419,Les Corts (Joan Güell)-,4,19,Les Corts,les Corts,566,566
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.107269,41.344706,METRO (L1) - Hospital de Bellvitge-,,,,,567,567
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.216089,41.411761,El Maresme | Fòrum (Avinguda Diagonal)-,10,70,Sant Martí,el Besòs i el Maresme,568,568
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.183687,41.429661,METRO (L1) - Fabra i Puig-,9,60,Sant Andreu,Sant Andreu,569,569
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187029,41.410191,METRO (L1) - Clot-,10,65,Sant Martí,el Clot,570,570
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175132,41.404013,METRO (L2) - Sagrada Família-,2,6,Eixample,la Sagrada Família,571,571
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.183225,41.449928,METRO (L11) - Trinitat Nova-,8,53,Nou Barris,la Trinitat Nova,572,572
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.170118,41.38635,METRO (L3) - Catalunya-,2,7,Eixample,la Dreta de l'Eixample,573,573
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.167872,41.390085,METRO (L4) - Passeig de Gràcia-,2,7,Eixample,la Dreta de l'Eixample,574,574
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.130897,41.384148,METRO (L3) - Les Corts-,4,19,Les Corts,les Corts,575,575
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.190697,41.443253,METRO (L1) - Torras i Bages-,9,60,Sant Andreu,Sant Andreu,576,576
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.168784,41.385795,FGC - CATALUNYA-,2,7,Eixample,la Dreta de l'Eixample,577,577
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163296,41.368985,METRO (FM) - Parc de Montjuïc-,3,11,Sants-Montjuïc,el Poble-sec,578,578
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.191213,41.436628,METRO (L1) - Sant Andreu-,9,60,Sant Andreu,Sant Andreu,579,579
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173471,41.387989,METRO (L4) - Urquinaona-,1,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",580,580
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.168269,41.389444,METRO (L2) - Passeig de Gràcia-,2,7,Eixample,la Dreta de l'Eixample,581,581
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.118564,41.386008,METRO (L3) - Palau Reial-,4,20,Les Corts,la Maternitat i Sant Ramon,582,582
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.156904,41.438024,METRO (L3) - Valldaura-,7,43,Horta-Guinardó,Horta,583,583
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.154588,41.37926,METRO (L1) - Rocafort-,2,9,Eixample,la Nova Esquerra de l'Eixample,584,584
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.132342,41.363166,METRO (L10S) - Ciutat de la Justícia-,,,,,585,585
K008,Transports i serveis relacionats,Estació marítima,2.17307,41.350262,Terminal Marítima A *Creuers-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,586,586
K010,Transports i serveis relacionats,Telefèric,2.163082,41.368884,Telefèric de Montjuïc-,3,11,Sants-Montjuïc,el Poble-sec,587,587
K004,Transports i serveis relacionats,Tren a l'aeroport,2.193312,41.435959,Tren AEROPORT - SANT ANDREU COMTAL-,9,60,Sant Andreu,Sant Andreu,588,588
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.068427,41.351845,FGC - CORNELLÀ-RIERA-,,,,,589,589
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.012394,41.388104,FGC - SANT VICENÇ DELS HORTS-,,,,,590,590
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.168344,41.387636,Catalunya (Rambla Catalunya)-,2,7,Eixample,la Dreta de l'Eixample,591,591
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.188412,41.403035,Glòries (Badajoz)-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,592,592
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.093147,41.322571,Cèntric (Plaça Catalunya)-,,,,,593,593
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.137453,41.375461,Plaça de Sants (Alcolea)-,3,18,Sants-Montjuïc,Sants,594,594
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.142302,41.375225,Hostafrancs (Moianès)-,3,15,Sants-Montjuïc,Hostafrancs,595,595
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.149237,41.375742,Espanya (Tarragona)-,2,9,Eixample,la Nova Esquerra de l'Eixample,596,596
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.034689,41.357711,FGC - MOLÍ NOU-CIUTAT COOPERATIVA-,,,,,597,597
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.168458,41.387194,Catalunya (Ronda Universitat)-,2,7,Eixample,la Dreta de l'Eixample,598,598
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.1909,41.435915,Sant Andreu (Plaça d'Orfila)-,9,60,Sant Andreu,Sant Andreu,599,599
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.118475,41.375897,Collblanc (Av. Sant Ramon)-,,,,,600,600
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163121,41.368874,Parc de Montjuïc (Avinguda Miramar)-,3,11,Sants-Montjuïc,el Poble-sec,601,601
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.147254,41.435565,Mundet (Passeig Vall d'Hebron)-,7,40,Horta-Guinardó,Montbau,602,602
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.228132,41.435169,Sant Roc (Alfons XII)-,,,,,603,603
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173167,41.462859,Can Cuiàs (Les Fustes)-,,,,,604,604
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.10342,41.367637,Can Serra (Avinguda Can Serra)-,,,,,605,605
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.127784,41.368463,Santa Eulàlia (Pont de la Torrassa)-,,,,,606,606
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.133263,41.372557,Mercat Nou (Riera de Tena)-,3,18,Sants-Montjuïc,Sants,607,607
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.171463,41.394694,Girona (Girona)-,2,7,Eixample,la Dreta de l'Eixample,608,608
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.179295,41.383846,Jaume I (Argenteria)-,1,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",609,609
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.078983,41.357796,Gavarra (Lindavista)-,,,,,610,610
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174789,41.430265,Virrei Amat (Virrei Amat (muntanya))-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,611,611
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.182493,41.406856,Encants (València / Aragó)-,10,64,Sant Martí,el Camp de l'Arpa del Clot,612,612
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.19628,41.415745,Bac de Roda (Fluvià)-,10,72,Sant Martí,Sant Martí de Provençals,613,613
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140712,41.33614,Port Comercial | La Factoria (Carrer A / Carrer 25)-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,614,614
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140574,41.335914,Port Comercial | La Factoria (Carrer A / Carrer 27)-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,615,615
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.130188,41.35244,Fira (Accés SUD)-,,,,,616,616
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111982,41.384061,Zona Universitària (Dr. Marañón)-,4,20,Les Corts,la Maternitat i Sant Ramon,617,617
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.145069,41.411438,Vallcarca (Avinguda República Argentina)-,6,28,Gràcia,Vallcarca i els Penitents,618,618
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.130075,41.398154,FGC - LES TRES TORRES-,5,24,Sarrià-Sant Gervasi,les Tres Torres,619,619
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166538,41.412424,Alfons X (Ronda Guinardó)-,7,33,Horta-Guinardó,el Baix Guinardó,620,620
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.183313,41.449237,Trinitat Nova (Pedrosa)-,8,53,Nou Barris,la Trinitat Nova,621,621
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.126059,41.3757,Badal (Carrer de Sants / Arizala)-,3,17,Sants-Montjuïc,Sants - Badal,622,622
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.176391,41.411169,Sant Pau | Dos de Maig (Dos de Maig)-,2,6,Eixample,la Sagrada Família,623,623
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.145005,41.343141,Zona Franca (Carrer A / Carrer 1)-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,624,624
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.126822,41.387815,Maria Cristina (Gran Via Carles III)-,4,20,Les Corts,la Maternitat i Sant Ramon,625,625
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.245219,41.449755,Badalona Pompeu Fabra (Avinguda Martí Pujol)-,,,,,626,626
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.172647,41.382043,Liceu (La Rambla / Mercat de la Boqueria)-,1,2,Ciutat Vella,el Barri Gòtic,627,627
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.210309,41.420368,Besòs (Gran Via de les Corts Catalanes)-,10,70,Sant Martí,el Besòs i el Maresme,628,628
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.133054,41.363447,Ciutat de la Justícia (Ciutat de la Justícia)-,,,,,629,629
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.170416,41.375093,Paral·lel (Nou de la Rambla)-,1,1,Ciutat Vella,el Raval,630,630
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.169668,41.385784,Catalunya (Bergara)-,2,7,Eixample,la Dreta de l'Eixample,631,631
K003,Transports i serveis relacionats,RENFE,2.115466,41.354367,RENFE - BELLVITGE-,,,,,632,632
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.176089,41.425728,Maragall (Avinguda dels Quinze)-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,633,633
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174555,41.430492,Virrei Amat (Pi i Molist)-,8,46,Nou Barris,el Turó de la Peira,634,634
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174104,41.430263,Virrei Amat (Fabra i Puig)-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,635,635
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.110869,41.35078,Bellvitge (Rambla de la Marina / Merca 2)-,,,,,636,636
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.11051,41.351266,Bellvitge (Rambla de la Marina / Mercat Municipal)-,,,,,637,637
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.165113,41.412096,Alfons X (Plaça Alfons el Savi)-,7,33,Horta-Guinardó,el Baix Guinardó,638,638
K011,Transports i serveis relacionats,Tramvia,2.222906,41.415244,TRAMVIA (T4) - CAN LLIMA-,,,,,639,639
K011,Transports i serveis relacionats,Tramvia,2.19139,41.40443,TRAMVIA (T4) - CA L'ARANYÓ-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,640,640
K003,Transports i serveis relacionats,RENFE,2.06998,41.357914,RENFE - CORNELLÀ-,,,,,641,641
K003,Transports i serveis relacionats,RENFE,2.230523,41.424408,RENFE - SANT ADRIÀ DEL BESÒS-,,,,,642,642
K011,Transports i serveis relacionats,Tramvia,2.09287,41.376929,"TRAMVIA (T1,T2,T3) - CAN CLOTA-",,,,,643,643
K011,Transports i serveis relacionats,Tramvia,2.080799,41.369445,"TRAMVIA (T1,T2,T3) - MONTESA-",,,,,644,644
K011,Transports i serveis relacionats,Tramvia,2.142997,41.392183,"TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-",4,19,Les Corts,les Corts,645,645
K011,Transports i serveis relacionats,Tramvia,2.126641,41.388002,"TRAMVIA (T1,T2,T3) - Mª CRISTINA-",4,20,Les Corts,la Maternitat i Sant Ramon,646,646
K011,Transports i serveis relacionats,Tramvia,2.114498,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-",4,20,Les Corts,la Maternitat i Sant Ramon,647,647
K011,Transports i serveis relacionats,Tramvia,2.067057,41.379733,TRAMVIA (T3) - WALDEN-,,,,,648,648
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.120461,41.375868,Collblanc (Travessera de les Corts)-,,,,,649,649
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.139599,41.379538,Sants Estació (Estació RENFE / Pl. Joan Peiró)-,3,18,Sants-Montjuïc,Sants,650,650
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166217,41.398489,Verdaguer (Avinguda Diagonal)-,2,7,Eixample,la Dreta de l'Eixample,651,651
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173434,41.403457,Sagrada Família (Plaça de la Sagrada Família)-,2,6,Eixample,la Sagrada Família,652,652
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175732,41.410069,Sant Pau | Dos de Maig (Cartagena)-,2,6,Eixample,la Sagrada Família,653,653
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.201181,41.419425,Sant Martí (Cantàbria)-,10,72,Sant Martí,Sant Martí de Provençals,654,654
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.161381,41.375145,Poble Sec (Parlament)-,2,10,Eixample,Sant Antoni,655,655
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.099776,41.364118,METRO (L1) - Rambla Just Oliveras-,,,,,656,656
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.135859,41.375542,Plaça de Sants (Galileu)-,3,18,Sants-Montjuïc,Sants,657,657
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175576,41.429232,Virrei Amat (Felip II / Virrei Amat)-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,658,658
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174593,41.389664,METRO (L1) - Urquinaona-,2,7,Eixample,la Dreta de l'Eixample,659,659
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.216718,41.411808,METRO (L4) - El Maresme | Fòrum-,10,70,Sant Martí,el Besòs i el Maresme,660,660
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163251,41.406455,METRO (L4) - Joanic-,6,32,Gràcia,el Camp d'en Grassot i Gràcia Nova,661,661
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.186861,41.410386,METRO (L2) - Clot-,10,64,Sant Martí,el Camp de l'Arpa del Clot,662,662
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.124127,41.361383,METRO (L10S) - Provençana-,,,,,663,663
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.151582,41.375046,METRO (L3) - Espanya-,3,11,Sants-Montjuïc,el Poble-sec,664,664
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166414,41.441782,METRO (L3) - Canyelles-,8,49,Nou Barris,Canyelles,665,665
K011,Transports i serveis relacionats,Tramvia,2.069961,41.36843,TRAMVIA (T2) - CENTRE MIQUEL MARTÍ I POL-,,,,,666,666
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.091533,41.366599,METRO (L5) - Can Boixeres-,,,,,667,667
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.237984,41.443933,METRO (L2) - Pep Ventura-,,,,,668,668
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.133563,41.373031,METRO (L1) - Mercat Nou-,3,18,Sants-Montjuïc,Sants,669,669
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.139256,41.406043,FGC - EL PUTXET-,5,27,Sarrià-Sant Gervasi,el Putxet i el Farró,670,670
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.197738,41.399453,METRO (L4) - Llacuna-,10,68,Sant Martí,el Poblenou,671,671
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.181191,41.392365,METRO (L1) - Arc de Triomf-,2,5,Eixample,el Fort Pienc,672,672
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.07118,41.288324,METRO (L9S) - Aeroport T1-,,,,,673,673
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.087956,41.316657,METRO (L9S) - Parc Nou-,,,,,674,674
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.130479,41.352017,METRO (L9S) - Fira-,,,,,675,675
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.205454,41.459442,METRO (L9N) - Singuerlín-,,,,,676,676
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.215834,41.446878,METRO (L9N) - Santa Rosa-,,,,,677,677
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.21851,41.451904,METRO (L9N) - Fondo-,,,,,678,678
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140684,41.336012,METRO (L10S) - Port Comercial | La Factoria-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,679,679
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173644,41.403863,METRO (L5) - Sagrada Família-,2,6,Eixample,la Sagrada Família,680,680
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174939,41.429731,METRO (L5) - Virrei Amat-,8,44,Nou Barris,Vilapicina i la Torre Llobeta,681,681
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111648,41.38377,METRO (L9S) - Zona Universitària-,4,20,Les Corts,la Maternitat i Sant Ramon,682,682
K008,Transports i serveis relacionats,Estació marítima,2.175174,41.368076,Terminal Marítima Sant Bertran *Ferris-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,683,683
K008,Transports i serveis relacionats,Estació marítima,2.17479,41.350989,Terminal Marítima D *Creuers-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,684,684