NOM_CAPA,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI,id
RENFE,2.147997,41.492347,RENFE - CERDANYOLA DEL VALLÈS-,,228
Ferrocarrils Generalitat (FGC),2.124523,41.39935,FGC - SARRIÀ-,Sarrià,229
Ferrocarrils Generalitat (FGC),2.130463,41.361391,FGC - ILDEFONS CERDÀ-,,230
Metro i línies urbanes FGC,2.160976,41.430139,Horta (Plaça Eivissa)-,Horta,231
RENFE,2.169312,41.387546,RENFE - CATALUNYA-,la Dreta de l'Eixample,232
RENFE,2.188597,41.409995,RENFE - CLOT-,el Clot,233
RENFE,2.185449,41.384232,RENFE - DE FRANÇA-,"Sant Pere, Santa Caterina i la Ribera",234
RENFE,2.183101,41.430862,RENFE - SANT ANDREU ARENAL-,Sant Andreu,235
Metro i línies urbanes FGC,2.167342,41.430599,Vilapicina (Canfranc)-,el Turó de la Peira,236
Metro i línies urbanes FGC,2.165214,41.441723,Canyelles (García Lorca)-,Canyelles,237
Tramvia,2.203312,41.40744,TRAMVIA (T4) - FLUVIÀ-,Provençals del Poblenou,238
RENFE,2.165256,41.39187,RENFE - PASSEIG DE GRÀCIA-,la Dreta de l'Eixample,239
Tramvia,2.087563,41.376495,"TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-",,240
Tramvia,2.066109,41.356699,"TRAMVIA (T1,T2) - LES AIGÜES-",,241
Tramvia,2.05321,41.379349,Tramvia (T3) - SANT FELIU/CONSELL COMARCAL-,,242
Metro i línies urbanes FGC,2.181739,41.448687,Trinitat Nova (Aiguablava)-,la Trinitat Nova,243
Metro i línies urbanes FGC,2.107952,41.37406,Pubilla Cases (Doctor Ramon Solanich)-,,244
Metro i línies urbanes FGC,2.158906,41.394274,Diagonal (Rosselló / FGC)-,la Dreta de l'Eixample,245
Estació marítima,2.179986,41.360226,Terminal Marítima C *Creuers-,la Marina del Prat Vermell,246
Metro i línies urbanes FGC,2.126533,41.388322,Maria Cristina (Capità Arenas)-,Pedralbes,247
Metro i línies urbanes FGC,2.175585,41.394915,METRO (L2) - Tetuan-,la Dreta de l'Eixample,248
Metro i línies urbanes FGC,2.233466,41.440265,METRO (L2) - Gorg-,,249
Metro i línies urbanes FGC,2.207994,41.451095,METRO (L1) - Santa Coloma-,,250
Metro i línies urbanes FGC,2.17569,41.376567,METRO (L3) - Drassanes-,el Raval,251
Metro i línies urbanes FGC,2.153048,41.402037,METRO (L3) - Fontana-,la Vila de Gràcia,252
Metro i línies urbanes FGC,2.224762,41.442845,METRO (L10N) - La Salut-,,253
Metro i línies urbanes FGC,2.141831,41.35619,METRO (L10S) - Foc-,la Marina del Prat Vermell,254
Metro i línies urbanes FGC,2.141018,41.381626,METRO (L3) - Sants Estació-,Sants,255
Metro i línies urbanes FGC,2.110944,41.351005,METRO (L1) - Bellvitge-,,256
Tramvia,2.192089,41.387575,TRAMVIA (T4) - CIUTADELLA-VILA OLÍMPICA-,la Vila Olímpica del Poblenou,257
Tramvia,2.058263,41.363968,"TRAMVIA (T1,T2) - BON VIATGE-",,258
Tramvia,2.062535,41.36756,TRAMVIA (T2) - LA FONTSANTA-,,259
Tramvia,2.22531,41.427474,TRAMVIA (T5) - SANT JOAN BAPTISTA-,,260
Ferrocarrils Generalitat (FGC),2.125789,41.398544,FGC - SARRIÀ-,les Tres Torres,261
Metro i línies urbanes FGC,2.193017,41.386715,METRO (L4) - Ciutadella | Vila Olímpica-,la Vila Olímpica del Poblenou,262
Metro i línies urbanes FGC,2.217798,41.433876,METRO (L2) - Artigues | Sant Adrià-,,263
Metro i línies urbanes FGC,2.137098,41.330188,METRO (L10S) - Ecoparc-,la Marina del Prat Vermell,264
Metro i línies urbanes FGC,2.187001,41.422397,METRO (L1) - La Sagrera-,la Sagrera,265
Metro i línies urbanes FGC,2.173369,41.437013,METRO (L4) - Llucmajor-,la Guineueta,266
Metro i línies urbanes FGC,2.150433,41.405766,METRO (L3) - Lesseps-,la Vila de Gràcia,267
Ferrocarrils Generalitat (FGC),2.00528,41.398991,FGC - CAN ROS-,,268
Ferrocarrils Generalitat (FGC),2.031499,41.363609,FGC - COLÒNIA GÜELL-,,269
Estació marítima,2.173838,41.364349,Estació Marítima Grimaldi Lines-,la Marina del Prat Vermell,270
Metro i línies urbanes FGC,2.151107,41.388636,METRO (L5) - Hospital Clínic-,l'Antiga Esquerra de l'Eixample,271
Metro i línies urbanes FGC,2.155125,41.424478,METRO (L5) - El Carmel-,el Carmel,272
Metro i línies urbanes FGC,2.073499,41.311254,METRO (L9S) - Mas Blau-,,273
Metro i línies urbanes FGC,2.1031,41.329148,METRO (L9S) - Les Moreres-,,274
Metro i línies urbanes FGC,2.198594,41.456694,METRO (L9N) - Can Zam-,,275
Metro i línies urbanes FGC,2.212202,41.454825,METRO (L9N) - Església Major-,,276
Metro i línies urbanes FGC,2.176042,41.410781,METRO (L5) - Sant Pau | Dos de Maig-,la Sagrada Família,277
Metro i línies urbanes FGC,2.186608,41.421324,METRO (L5) - La Sagrera-,la Sagrera,278
Estació marítima,2.183262,41.375795,Terminal Marítima Maremàgnum *Creuers-,el Barri Gòtic,279
Funicular,2.105977,41.414261,Funicular Vallvidrera - FGC-,"Vallvidrera, el Tibidabo i les Planes",280
Tren a l'aeroport,2.188597,41.409995,Tren AEROPORT - CLOT-,el Clot,281
Ferrocarrils Generalitat (FGC),2.125369,41.357005,FGC - EUROPA / FIRA-,,282
Metro i línies urbanes FGC,2.190689,41.442422,Torras i Bages (Palomar / costat muntanya)-,Sant Andreu,283
Metro i línies urbanes FGC,2.20788,41.450993,Santa Coloma (Avinguda Santa Coloma)-,,284
Metro i línies urbanes FGC,2.138587,41.375299,Plaça de Sants (Cros)-,Sants,285
Metro i línies urbanes FGC,2.154836,41.379687,Rocafort (Calàbria / Diputació)-,la Nova Esquerra de l'Eixample,286
Ferrocarrils Generalitat (FGC),2.025086,41.369224,FGC - SANTA COLOMA DE CERVELLÓ-,,287
Metro i línies urbanes FGC,2.187468,41.423061,La Sagrera (Jardins d'Elx)-,la Sagrera,288
Metro i línies urbanes FGC,2.194088,41.448962,Trinitat Vella (Parc de la Trinitat)-,la Trinitat Vella,289
Metro i línies urbanes FGC,2.163729,41.385431,Universitat (Plaça Universitat)-,Sant Antoni,290
Metro i línies urbanes FGC,2.200007,41.418547,Sant Martí (Agricultura)-,Sant Martí de Provençals,291
Metro i línies urbanes FGC,2.233931,41.440171,Gorg (Guifré)-,,292
Metro i línies urbanes FGC,2.168503,41.430354,Vilapicina (Passeig de les Palmeres)-,Vilapicina i la Torre Llobeta,293
Metro i línies urbanes FGC,2.174444,41.415797,Guinardó | Hospital de Sant Pau (Hospital de Sant Pau)-,el Guinardó,294
Metro i línies urbanes FGC,2.186195,41.410296,Clot (Sibelius)-,el Camp de l'Arpa del Clot,295
Metro i línies urbanes FGC,2.13707,41.330056,Ecoparc (Carrer A (costat mar))-,la Marina del Prat Vermell,296
Metro i línies urbanes FGC,2.133155,41.323858,ZAL | Riu Vell (Carrer A / Carrer 5)-,la Marina del Prat Vermell,297
Metro i línies urbanes FGC,2.170274,41.374845,Paral·lel (Avinguda Paral·lel)-,el Poble-sec,298
Metro i línies urbanes FGC,2.169557,41.385492,Catalunya (Pelai)-,el Raval,299
Ferrocarrils Generalitat (FGC),2.110914,41.409282,FGC - PEU FUNICULAR-,Sarrià,300
Ferrocarrils Generalitat (FGC),2.157956,41.392909,FGC - PROVENÇA-,l'Antiga Esquerra de l'Eixample,301
Metro i línies urbanes FGC,2.17086,41.394863,Girona (Consell de Cent)-,la Dreta de l'Eixample,302
Metro i línies urbanes FGC,2.146137,41.384992,Entença (Rocafort)-,la Nova Esquerra de l'Eixample,303
Metro i línies urbanes FGC,2.174248,41.404525,Sagrada Família (Provença / Avinguda Gaudí)-,la Sagrada Família,304
Metro i línies urbanes FGC,2.130642,41.383926,Les Corts (Travessera de les Corts)-,les Corts,305
Metro i línies urbanes FGC,2.14169,41.380974,Sants Estació (Pl. Països Catalans / Numància / Ambulatori)-,Sants,306
Metro i línies urbanes FGC,2.159887,41.3961,Diagonal (Diagonal / Rambla Catalunya)-,la Dreta de l'Eixample,307
RENFE,2.185163,41.484284,RENFE - MONTCADA I REIXAC-MANRESA-,,308
Metro i línies urbanes FGC,2.21544,41.415712,Besòs Mar (Ferrer Bassa)-,el Besòs i el Maresme,309
Metro i línies urbanes FGC,2.209593,41.408242,Selva de Mar (Selva de Mar)-,Diagonal Mar i el Front Marítim del Poblenou,310
Metro i línies urbanes FGC,2.19344,41.387931,Ciutadella | Vila Olímpica (Avinguda Icària)-,la Vila Olímpica del Poblenou,311
Metro i línies urbanes FGC,2.217314,41.433391,Artigues | Sant Adrià (Avinguda Joan XXIII)-,,312
Tren a l'aeroport,2.115466,41.354367,Tren AEROPORT - BELLVITGE-,,313
RENFE,2.060314,41.368661,RENFE - ST. JOAN DESPÍ-,,314
Tramvia,2.136412,41.390505,"TRAMVIA (T1,T2,T3) - L'ILLA-",les Corts,315
Tramvia,2.188338,41.390398,TRAMVIA (T4) - WELLINGTON-,la Vila Olímpica del Poblenou,316
Tramvia,2.204513,41.416358,"TRAMVIA (T5, T6) - SANT MARTÍ DE PROVENÇALS-",Provençals del Poblenou,317
Metro i línies urbanes FGC,2.083955,41.363418,Sant Ildefons (Avinguda República Argentina)-,,318
Metro i línies urbanes FGC,2.178625,41.44359,Via Júlia (Via Júlia / Argullós)-,la Prosperitat,319
Tramvia,2.214952,41.41033,TRAMVIA (T4) - DIAGONAL MAR-,Diagonal Mar i el Front Marítim del Poblenou,320
Metro i línies urbanes FGC,2.145151,41.378926,Tarragona (València)-,la Nova Esquerra de l'Eixample,321
Metro i línies urbanes FGC,2.145789,41.377887,Tarragona (Tarragona)-,Hostafrancs,322
Metro i línies urbanes FGC,2.143278,41.375426,Hostafrancs (Consell de Cent)-,Hostafrancs,323
Metro i línies urbanes FGC,2.145074,41.38415,Entença (Entença)-,la Nova Esquerra de l'Eixample,324
Metro i línies urbanes FGC,2.173094,41.403718,Sagrada Família (Sardenya)-,la Sagrada Família,325
Metro i línies urbanes FGC,2.180809,41.423585,Congrés (Francesc Tàrrega)-,el Congrés i els Indians,326
Metro i línies urbanes FGC,2.176487,41.425536,Maragall (Prat d'en Roquer)-,Vilapicina i la Torre Llobeta,327
Metro i línies urbanes FGC,2.14174,41.424703,Vall d'Hebron (Avinguda Jordà)-,Sant Genís dels Agudells,328
Metro i línies urbanes FGC,2.174807,41.394865,Tetuan (Diputació / Passeig de Sant Joan)-,la Dreta de l'Eixample,329
Metro i línies urbanes FGC,2.170851,41.394948,METRO (L4) - Girona-,la Dreta de l'Eixample,330
Metro i línies urbanes FGC,2.203397,41.403744,METRO (L4) - Poblenou-,el Poblenou,331
Metro i línies urbanes FGC,2.143318,41.375282,METRO (L1) - Hostafrancs-,Hostafrancs,332
Metro i línies urbanes FGC,2.160272,41.375024,METRO (L3) - Poble Sec-,Sant Antoni,333
Tramvia,2.221856,41.422595,TRAMVIA (T5) - LA CATALANA-,,334
Tramvia,2.186968,41.397311,TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-,el Parc i la Llacuna del Poblenou,335
Tramvia,2.186918,41.39407,TRAMVIA (T4) - MARINA-,el Parc i la Llacuna del Poblenou,336
Ferrocarrils Generalitat (FGC),2.147573,41.401403,FGC - PLAÇA MOLINA<center>-,el Putxet i el Farró,337
Tramvia,2.121492,41.386718,"TRAMVIA (T1,T2,T3) - PIUS XII-",la Maternitat i Sant Ramon,338
Metro i línies urbanes FGC,2.140998,41.418307,METRO (L3) - Penitents-,Vallcarca i els Penitents,339
Metro i línies urbanes FGC,2.176124,41.447698,METRO (L3) - Roquetes-,les Roquetes,340
Metro i línies urbanes FGC,2.08442,41.363409,METRO (L5) - Sant Ildefons-,,341
Metro i línies urbanes FGC,2.209148,41.40803,METRO (L4) - Selva de Mar-,Diagonal Mar i el Front Marítim del Poblenou,342
Ferrocarrils Generalitat (FGC),2.152507,41.399554,FGC - GRÀCIA-,la Vila de Gràcia,343
Ferrocarrils Generalitat (FGC),2.169598,41.385842,FGC - CATALUNYA (C. de Pelai)-,la Dreta de l'Eixample,344
Ferrocarrils Generalitat (FGC),2.142852,41.398976,FGC - MUNTANER-,Sant Gervasi - Galvany,345
Metro i línies urbanes FGC,2.133122,41.323735,METRO (L10S) - ZAL | Riu Vell-,la Marina del Prat Vermell,346
Metro i línies urbanes FGC,2.176511,41.425073,METRO (L5) - Maragall-,el Congrés i els Indians,347
Metro i línies urbanes FGC,2.148374,41.422025,METRO (L5) - El Coll | La Teixonera-,la Teixonera,348
Metro i línies urbanes FGC,2.19359,41.429587,METRO (L9NL10N) - Onze de Setembre-,Sant Andreu,349
Funicular,2.131443,41.416343,Funicular Tibidabo - Cuca de Llum-,Sant Gervasi - la Bonanova,350
Tren a l'aeroport,2.18698,41.409541,Tren AEROPORT - CLOT-,el Clot,351
Ferrocarrils Generalitat (FGC),2.043259,41.348145,FGC - SANT BOI-,,352
Metro i línies urbanes FGC,2.187362,41.402856,Glòries (Plaça de les Glòries Catalanes)-,el Parc i la Llacuna del Poblenou,353
Metro i línies urbanes FGC,2.102691,41.328861,Les Moreres (Av. Verge de Montserrat / Ctra. de la Marina)-,,354
Metro i línies urbanes FGC,2.137104,41.375485,Plaça de Sants (Alcolea (escala mecànica))-,Sants,355
Ferrocarrils Generalitat (FGC),2.135114,41.397895,FGC - BONANOVA-,Sant Gervasi - Galvany,356
Metro i línies urbanes FGC,2.180597,41.391881,Arc de Triomf (Avda. Vilanova)-,el Fort Pienc,357
Metro i línies urbanes FGC,2.199849,41.449768,Baró de Viver (Riu Besòs)-,la Trinitat Vella,358
Metro i línies urbanes FGC,2.124554,41.35734,Europa | Fira (Plaça Europa)-,,359
Metro i línies urbanes FGC,2.209712,41.430207,Verneda (Santander)-,,360
Metro i línies urbanes FGC,2.172768,41.462706,Can Cuiàs (Circumval·lació)-,,361
Metro i línies urbanes FGC,2.111542,41.350924,Bellvitge (Rambla de la Marina / Avda. Granvia)-,,362
Metro i línies urbanes FGC,2.110147,41.3685,Florida (Avinguda Masnou)-,,363
Metro i línies urbanes FGC,2.116228,41.368615,Torrassa (Av. Catalunya)-,,364
Metro i línies urbanes FGC,2.172791,41.38884,Urquinaona (Plaça Urquinaona)-,la Dreta de l'Eixample,365
Metro i línies urbanes FGC,2.192654,41.395515,Bogatell (Pujades)-,el Parc i la Llacuna del Poblenou,366
Metro i línies urbanes FGC,2.140656,41.335886,Port Comercial | La Factoria (Carrer A (costat mar))-,la Marina del Prat Vermell,367
Metro i línies urbanes FGC,2.137128,41.330317,Ecoparc (Ecoparc)-,la Marina del Prat Vermell,368
Metro i línies urbanes FGC,2.160664,41.395464,Diagonal (Pg. de Gràcia / Rambla Catalunya)-,la Dreta de l'Eixample,369
Metro i línies urbanes FGC,2.152704,41.402613,Fontana (Gran de Gràcia / Astúries)-,la Vila de Gràcia,370
Metro i línies urbanes FGC,2.175585,41.376616,Drassanes (Drassanes)-,el Raval,371
Metro i línies urbanes FGC,2.149459,41.41979,El Coll | La Teixonera (Beat Almató)-,el Coll,372
Metro i línies urbanes FGC,2.069929,41.357379,Cornellà Centre (Plaça Estació)-,,373
Metro i línies urbanes FGC,2.090723,41.366134,Can Boixeres (Estronci)-,,374
Metro i línies urbanes FGC,2.186587,41.420439,La Sagrera (Felip II)-,Navas,375
Metro i línies urbanes FGC,2.14611,41.378273,Tarragona (Aragó)-,la Nova Esquerra de l'Eixample,376
Metro i línies urbanes FGC,2.217603,41.412237,El Maresme | Fòrum (Rambla de Prim)-,el Besòs i el Maresme,377
Metro i línies urbanes FGC,2.178469,41.383851,Jaume I (Plaça de l'Àngel)-,el Barri Gòtic,378
Metro i línies urbanes FGC,2.204758,41.436081,Bon Pastor (Sant Adrià)-,el Bon Pastor,379
Metro i línies urbanes FGC,2.140179,41.38242,Sants Estació (Numància)-,Sants,380
Metro i línies urbanes FGC,2.111445,41.384503,Zona Universitària (Parc Cervantes)-,Pedralbes,381
Metro i línies urbanes FGC,2.103508,41.329235,Les Moreres (Av. Verge de Montserrat / Les Moreres)-,,382
Metro i línies urbanes FGC,2.160833,41.395664,Diagonal (Pg. de Gràcia / Pau Claris)-,la Dreta de l'Eixample,383
Metro i línies urbanes FGC,2.238623,41.444313,Pep Ventura (Plaça Països Catalans)-,,384
Metro i línies urbanes FGC,2.227782,41.435368,Sant Roc (Plaça Sant Roc)-,,385
Metro i línies urbanes FGC,2.10245,41.35943,Av. Carrilet (Prat de la Riba)-,,386
RENFE,2.193312,41.435959,RENFE - SANT ANDREU COMTAL-,Sant Andreu,387
Tramvia,2.209864,41.409066,TRAMVIA (T4) - SELVA DE MAR-,Diagonal Mar i el Front Marítim del Poblenou,388
RENFE,2.188413,41.484611,RENFE - MONTCADA I REIXAC-,,389
RENFE,2.048073,41.383079,RENFE - ST. FELIU DE LLOBREGAT-,,390
RENFE,2.100702,41.364252,RENFE - L'HOSPITALET DE LLOBREGAT-,,391
Tramvia,2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-",la Maternitat i Sant Ramon,392
Tramvia,2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-",el Parc i la Llacuna del Poblenou,393
Tramvia,2.227764,41.434948,TRAMVIA (T5) - SANT ROC-,,394
Metro i línies urbanes FGC,2.120652,41.375681,Collblanc (Doctor Martí i Julià)-,,395
Metro i línies urbanes FGC,2.139949,41.379748,Sants Estació (Estació RENFE / Pl. Països Catalans)-,Sants,396
Metro i línies urbanes FGC,2.151632,41.388895,Hospital Clínic (Villarroel)-,l'Antiga Esquerra de l'Eixample,397
Metro i línies urbanes FGC,2.111682,41.384563,Zona Universitària (Facultat d'Estudis Empresarials)-,Pedralbes,398
Metro i línies urbanes FGC,2.117747,41.386098,Palau Reial (Avda. Diagonal)-,Pedralbes,399
Metro i línies urbanes FGC,2.166153,41.398712,Verdaguer (Girona)-,la Dreta de l'Eixample,400
Metro i línies urbanes FGC,2.110054,41.368344,METRO (L1) - Florida-,,401
Metro i línies urbanes FGC,2.184865,41.451306,METRO (L11) - Casa de l'Aigua-,la Trinitat Nova,402
Metro i línies urbanes FGC,2.112054,41.375926,METRO (L5) - Ernest Lluch-,la Maternitat i Sant Ramon,403
Metro i línies urbanes FGC,2.177423,41.423132,METRO (L4) - Maragall-,el Guinardó,404
Metro i línies urbanes FGC,2.111205,41.384143,METRO (L3) - Zona Universitària-,la Maternitat i Sant Ramon,405
Tramvia,2.232613,41.439305,TRAMVIA (T5) - GORG-,,406
Tramvia,2.131844,41.389343,"TRAMVIA (T1,T2,T3) - NUMÀNCIA-",les Corts,407
Tramvia,2.221206,41.418341,TRAMVIA (T6) - LA MINA-,,408
Metro i línies urbanes FGC,2.13591,41.38195,METRO (L3) - Plaça del Centre-,Sants,409
Metro i línies urbanes FGC,2.169021,41.387517,METRO (L1) - Catalunya-,la Dreta de l'Eixample,410
Metro i línies urbanes FGC,2.169143,41.375033,METRO (L2) - Paral·lel-,el Raval,411
Metro i línies urbanes FGC,2.079296,41.358022,METRO (L5) - Gavarra-,,412
Metro i línies urbanes FGC,2.107236,41.373866,METRO (L5) - Pubilla Cases-,,413
Metro i línies urbanes FGC,2.185827,41.394753,METRO (L1) - Marina-,el Fort Pienc,414
Metro i línies urbanes FGC,2.244122,41.449082,METRO (L2) - Badalona Pompeu Fabra-,,415
Metro i línies urbanes FGC,2.182459,41.449184,METRO (L4) - Trinitat Nova-,la Trinitat Nova,416
Metro i línies urbanes FGC,2.228632,41.435859,METRO (L2) - Sant Roc-,,417
Ferrocarrils Generalitat (FGC),2.118699,41.398423,FGC - REINA ELISENDA-,Sarrià,418
Metro i línies urbanes FGC,2.205634,41.424061,METRO (L2) - La Pau-,la Verneda i la Pau,419
Metro i línies urbanes FGC,2.20522,41.423706,METRO (L4) - La Pau-,la Verneda i la Pau,420
Metro i línies urbanes FGC,2.186749,41.420522,METRO (L9NL10N) - La Sagrera-,Navas,421
Metro i línies urbanes FGC,2.089954,41.332022,METRO (L9S) - El Prat Estació-,,422
Metro i línies urbanes FGC,2.127428,41.341693,METRO (L9S) - Parc Logístic-,la Marina del Prat Vermell,423
Metro i línies urbanes FGC,2.125951,41.357589,METRO (L9S) - Europa | Fira-,,424
Metro i línies urbanes FGC,2.118424,41.376084,METRO (L9SL10S) - Collblanc-,,425
Metro i línies urbanes FGC,2.135186,41.375756,METRO (L5) - Plaça de Sants-,Sants,426
Metro i línies urbanes FGC,2.111281,41.333514,METRO (L9S) - Mercabarna-,la Marina del Prat Vermell,427
Metro i línies urbanes FGC,2.181212,41.423468,METRO (L5) - Congrés-,el Congrés i els Indians,428
Metro i línies urbanes FGC,2.173084,41.462441,METRO (L11) - Can Cuiàs-,,429
Metro i línies urbanes FGC,2.163822,41.384803,Universitat (Ronda Sant Antoni)-,Sant Antoni,430
Ferrocarrils Generalitat (FGC),2.142961,41.40344,FGC - PADUA-,el Putxet i el Farró,431
Metro i línies urbanes FGC,2.170595,41.387819,Catalunya (Ronda Sant Pere)-,la Dreta de l'Eixample,432
Metro i línies urbanes FGC,2.187449,41.410911,Clot (València)-,el Clot,433
Metro i línies urbanes FGC,2.190573,41.444109,Torras i Bages (Passeig Santa Coloma / costat muntanya)-,Sant Andreu,434
Metro i línies urbanes FGC,2.190837,41.444117,Torras i Bages (Passeig Santa Coloma / costat mar)-,Sant Andreu,435
Metro i línies urbanes FGC,2.111998,41.333861,Mercabarna (Carrer K / Carrer Transversal 6)-,la Marina del Prat Vermell,436
Metro i línies urbanes FGC,2.073048,41.30395,Aeroport T2 (Aeroport T2)-,,437
Metro i línies urbanes FGC,2.149844,41.374449,Espanya (Exposició / Paral·lel)-,el Poble-sec,438
Ferrocarrils Generalitat (FGC),2.139358,41.368228,FGC - MAGÒRIA-LA CAMPANA-,la Bordeta,439
Metro i línies urbanes FGC,2.186664,41.395642,Marina (L'Auditori)-,el Fort Pienc,440
Metro i línies urbanes FGC,2.156452,41.437649,Valldaura (Passeig Valldaura)-,Horta,441
Metro i línies urbanes FGC,2.216899,41.433633,Artigues | Sant Adrià (Ctra. Santa Coloma)-,,442
Metro i línies urbanes FGC,2.143736,41.37554,Hostafrancs (Consell de Cent / Mercat)-,Hostafrancs,443
Metro i línies urbanes FGC,2.153855,41.379021,Rocafort (Rocafort / Diputació)-,la Nova Esquerra de l'Eixample,444
Metro i línies urbanes FGC,2.173471,41.380893,Liceu (La Rambla / Teatre Liceu)-,el Raval,445
Metro i línies urbanes FGC,2.224255,41.442671,La Salut (Marquès de Sant Mori)-,,446
Metro i línies urbanes FGC,2.225069,41.442731,La Salut (Quevedo)-,,447
Metro i línies urbanes FGC,2.145511,41.430532,Montbau (Palau  Olímpic Vall d'Hebron)-,la Vall d'Hebron,448
Metro i línies urbanes FGC,2.106347,41.373538,Pubilla Cases (Avinguda Josep Molins)-,,449
Metro i línies urbanes FGC,2.148022,41.423316,El Coll | La Teixonera (Arenys)-,la Teixonera,450
Metro i línies urbanes FGC,2.187473,41.421776,La Sagrera (Hondures)-,la Sagrera,451
Ferrocarrils Generalitat (FGC),2.148628,41.374547,FGC - ESPANYA-,el Poble-sec,452
Metro i línies urbanes FGC,2.142183,41.4254,Vall d'Hebron (Residència Sanitària)-,Montbau,453
Metro i línies urbanes FGC,2.193327,41.429877,Onze de Setembre (Onze de Setembre)-,Sant Andreu,454
Metro i línies urbanes FGC,2.084124,41.363118,Sant Ildefons (Mercat Sant Ildefons)-,,455
