NOM_CAPA,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI,id
Metro i línies urbanes FGC,2.150645,41.388423,Hospital Clínic (Rosselló)-,l'Antiga Esquerra de l'Eixample,456
Metro i línies urbanes FGC,2.1388,41.360821,Foneria (Mercat de la Marina)-,la Marina de Port,457
Metro i línies urbanes FGC,2.142117,41.35625,Foc (Foc (costat Montjuïc))-,la Marina de Port,458
RENFE,2.179942,41.470873,RENFE - MONTCADA BIFURCACIÓ-,,459
Ferrocarrils Generalitat (FGC),2.139529,41.405442,FGC - EL PUTXET-,el Putxet i el Farró,460
Metro i línies urbanes FGC,2.174904,41.446877,Roquetes (Jaume Pinent)-,les Roquetes,461
Metro i línies urbanes FGC,2.223832,41.441514,La Salut (Juan Valera)-,,462
Metro i línies urbanes FGC,2.217546,41.441334,Llefià (Avinguda d'Amèrica)-,,463
Metro i línies urbanes FGC,2.217109,41.442196,Llefià (Avinguda d'Amèrica (mercat))-,,464
Metro i línies urbanes FGC,2.13999,41.3821,Sants Estació (Dolors Batlle i Sunyer)-,Sants,465
Metro i línies urbanes FGC,2.145291,41.411724,Vallcarca (Avinguda Vallcarca + Parc Güell)-,Vallcarca i els Penitents,466
RENFE,2.18004,41.391817,RENFE - ARC DE TRIOMF-,el Fort Pienc,467
Metro i línies urbanes FGC,2.099911,41.364452,Rambla Just Oliveras (Avinguda Can Serra)-,,468
Metro i línies urbanes FGC,2.166953,41.411976,Alfons X (Lepant)-,el Baix Guinardó,469
Tramvia,2.072171,41.360796,"TRAMVIA (T1,T2) - IGNASI IGLÉSIAS-",,470
Tramvia,2.0607,41.379784,TRAMVIA (línia T3) - TORREBLANCA-,,471
Metro i línies urbanes FGC,2.126248,41.375466,Badal (Carreras i Candi)-,Sants - Badal,472
Metro i línies urbanes FGC,2.172906,41.436769,Llucmajor (Pi i Molist)-,la Guineueta,473
Metro i línies urbanes FGC,2.144785,41.378643,Tarragona (Elisi)-,Hostafrancs,474
Metro i línies urbanes FGC,2.150191,41.375267,Espanya (Avinguda Paral·lel)-,Sant Antoni,475
Metro i línies urbanes FGC,2.175987,41.377109,Drassanes (Santa Madrona)-,el Raval,476
Metro i línies urbanes FGC,2.144363,41.412003,METRO (L3) - Vallcarca-,Vallcarca i els Penitents,477
Metro i línies urbanes FGC,2.116621,41.368424,METRO (L1) - Torrassa-,,478
Metro i línies urbanes FGC,2.191592,41.394912,Bogatell (Pujades / Pere IV)-,el Parc i la Llacuna del Poblenou,479
Metro i línies urbanes FGC,2.181726,41.41531,Camp de l'Arpa (Indústria)-,el Camp de l'Arpa del Clot,480
Metro i línies urbanes FGC,2.149409,41.375538,METRO (L1) - Espanya-,la Nova Esquerra de l'Eixample,481
Metro i línies urbanes FGC,2.233917,41.440471,METRO (L10N) - Gorg-,,482
Metro i línies urbanes FGC,2.179909,41.459224,METRO (L11) - Torre Baró | Vallbona-,Torre Baró,483
Tramvia,2.209361,41.41994,"TRAMVIA (T5, T6) - BESÒS-",el Besòs i el Maresme,484
Tramvia,2.198381,41.406205,TRAMVIA (T4) - PERE IV-,Provençals del Poblenou,485
Telefèric,2.187907,41.373283,Telefèric de Barcelona-,la Barceloneta,486
Metro i línies urbanes FGC,2.102785,41.367722,METRO (L1) - Can Serra-,,487
RENFE,2.186507,41.423935,RENFE - LA SAGRERA - MERIDIANA-,la Sagrera,488
Metro i línies urbanes FGC,2.193862,41.448984,METRO (L1) - Trinitat Vella-,la Trinitat Vella,489
Metro i línies urbanes FGC,2.163939,41.384796,METRO (L2) - Universitat-,Sant Antoni,490
Metro i línies urbanes FGC,2.09349,41.322279,METRO (L9S) - Cèntric-,,491
Metro i línies urbanes FGC,2.187083,41.416215,METRO (L1) - Navas-,Navas,492
Metro i línies urbanes FGC,2.142591,41.425311,METRO (L3) - Vall d'Hebron-,Montbau,493
Metro i línies urbanes FGC,2.160073,41.395916,METRO (L3) - Diagonal-,la Dreta de l'Eixample,494
Metro i línies urbanes FGC,2.182726,41.407264,METRO (L2) - Encants-,el Camp de l'Arpa del Clot,495
Metro i línies urbanes FGC,2.216108,41.415127,METRO (L4) - Besòs Mar-,el Besòs i el Maresme,496
Ferrocarrils Generalitat (FGC),2.11937,41.399203,FGC - REINA ELISENDA-,Sarrià,497
Ferrocarrils Generalitat (FGC),2.13168,41.360962,FGC - ILDEFONS CERDÀ-,,498
Ferrocarrils Generalitat (FGC),2.086746,41.353011,FGC - ALMEDA-,,499
Ferrocarrils Generalitat (FGC),2.152429,41.400039,FGC - GRÀCIA (Pl. de Gal·la Placídia)-,la Vila de Gràcia,500
Ferrocarrils Generalitat (FGC),2.117531,41.35536,FGC - GORNAL-,,501
Metro i línies urbanes FGC,2.11802,41.360923,METRO (L9SL10S) - Can Tries | Gornal-,,502
Metro i línies urbanes FGC,2.210052,41.444014,METRO (L9N) - Can Peixauet-,,503
Metro i línies urbanes FGC,2.127429,41.375609,METRO (L5) - Badal-,Sants - Badal,504
Metro i línies urbanes FGC,2.140424,41.379984,METRO (L5) - Sants Estació-,Sants,505
Estació marítima,2.180814,41.371837,Terminal Marítima Sud *Creuers-,el Raval,506
Funicular,2.170357,41.374829,Funicular de Montjuïc-TMB-,el Poble-sec,507
Ferrocarrils Generalitat (FGC),2.143265,41.403133,FGC - PADUA-,Sant Gervasi - Galvany,508
Ferrocarrils Generalitat (FGC),2.103422,41.357794,FGC - L'HOSPITALET-AV. CARRILET-,,509
Ferrocarrils Generalitat (FGC),2.143251,41.398645,FGC - MUNTANER-,Sant Gervasi - Galvany,510
Ferrocarrils Generalitat (FGC),2.11168,41.361271,FGC - SANT JOSEP-,,511
Metro i línies urbanes FGC,2.181356,41.392505,Arc de Triomf (Roger de Flor)-,el Fort Pienc,512
Metro i línies urbanes FGC,2.217417,41.451524,Fondo (Sicília)-,,513
Metro i línies urbanes FGC,2.155396,41.37934,Rocafort (Calàbria / Sepúlveda)-,Sant Antoni,514
Metro i línies urbanes FGC,2.159561,41.383023,Urgell (Villarroel / Diputació)-,l'Antiga Esquerra de l'Eixample,515
Metro i línies urbanes FGC,2.165279,41.38602,Universitat (Ronda Universitat)-,la Dreta de l'Eixample,516
Metro i línies urbanes FGC,2.164683,41.385763,Universitat (Pelai)-,el Raval,517
Ferrocarrils Generalitat (FGC),2.167646,41.386095,FGC - CATALUNYA (C. de Bergara)-,la Dreta de l'Eixample,518
Ferrocarrils Generalitat (FGC),2.157649,41.393362,FGC - PROVENÇA (C. del Rossellò)-,la Dreta de l'Eixample,519
Metro i línies urbanes FGC,2.187147,41.402008,Glòries (Avda. Meridiana)-,el Parc i la Llacuna del Poblenou,520
Metro i línies urbanes FGC,2.150247,41.406702,Lesseps (Plaça Lesseps)-,la Vila de Gràcia,521
Metro i línies urbanes FGC,2.166619,41.441961,Canyelles (Via Favència)-,Canyelles,522
Metro i línies urbanes FGC,2.102695,41.358029,Av. Carrilet (Avinguda Carrilet)-,,523
Metro i línies urbanes FGC,2.19308,41.388183,Ciutadella | Vila Olímpica (Zoo)-,la Vila Olímpica del Poblenou,524
Metro i línies urbanes FGC,2.17431,41.387633,Urquinaona (Jonqueres)-,"Sant Pere, Santa Caterina i la Ribera",525
Metro i línies urbanes FGC,2.159127,41.394438,Diagonal (Rambla Catalunya)-,la Dreta de l'Eixample,526
Metro i línies urbanes FGC,2.175455,41.394346,Tetuan (Casp / Passeig de Sant Joan)-,la Dreta de l'Eixample,527
Metro i línies urbanes FGC,2.136986,41.330086,Ecoparc (Carrer A / Carrer 4)-,la Marina del Prat Vermell,528
Metro i línies urbanes FGC,2.133096,41.323607,ZAL | Riu Vell (ZAL)-,la Marina del Prat Vermell,529
Metro i línies urbanes FGC,2.14299,41.424896,Vall d'Hebron (Mercat de Vall d'Hebron)-,la Vall d'Hebron,530
Metro i línies urbanes FGC,2.216704,41.414559,Besòs Mar (Jaume Fabre)-,el Besòs i el Maresme,531
Ferrocarrils Generalitat (FGC),2.091563,41.427474,FGC - LES PLANES-,"Vallvidrera, el Tibidabo i les Planes",532
Metro i línies urbanes FGC,2.150329,41.421027,El Coll | La Teixonera (Passeig Mare de Déu del Coll)-,el Carmel,533
Metro i línies urbanes FGC,2.180981,41.414783,Camp de l'Arpa (Passeig Maragall)-,el Camp de l'Arpa del Clot,534
Metro i línies urbanes FGC,2.18214,41.423451,Congrés (Matanzas)-,el Congrés i els Indians,535
Metro i línies urbanes FGC,2.138395,41.360635,Foneria (Jardins dels Drets Humans)-,la Marina de Port,536
Ferrocarrils Generalitat (FGC),2.131188,41.397617,FGC - LES TRES TORRES-,les Tres Torres,537
Ferrocarrils Generalitat (FGC),2.09734,41.419668,FGC - BAIXADOR DE VALLVIDRERA-,"Vallvidrera, el Tibidabo i les Planes",538
Metro i línies urbanes FGC,2.205618,41.459634,Singuerlín (Passatge de Salvatella)-,,539
Metro i línies urbanes FGC,2.160994,41.429707,Horta (Tajo)-,Horta,540
Metro i línies urbanes FGC,2.210051,41.444247,Can Peixauet (Avinguda Banús Baixa)-,,541
Metro i línies urbanes FGC,2.093858,41.321877,Cèntric (C. Lleida)-,,542
Metro i línies urbanes FGC,2.165035,41.391864,Passeig de Gràcia (Aragó / Rambla Catalunya)-,la Dreta de l'Eixample,543
Metro i línies urbanes FGC,2.165519,41.391557,Passeig de Gràcia (Consell de Cent)-,la Dreta de l'Eixample,544
RENFE,2.180575,41.391875,RENFE - ARC DE TRIOMF-,el Fort Pienc,545
RENFE,2.073913,41.304419,RENFE - AEROPORT-,,546
Metro i línies urbanes FGC,2.174821,41.4294,Virrei Amat (Virrei Amat (mar))-,Vilapicina i la Torre Llobeta,547
Metro i línies urbanes FGC,2.210181,41.429971,Verneda (Ctra. Mataró)-,,548
Metro i línies urbanes FGC,2.130258,41.369771,Santa Eulàlia (Riera Blanca)-,,549
Metro i línies urbanes FGC,2.163204,41.405764,Joanic (Pi i Margall)-,el Camp d'en Grassot i Gràcia Nova,550
Metro i línies urbanes FGC,2.177446,41.42256,Maragall (Ronda Guinardó - costat Mar)-,el Guinardó,551
RENFE,2.140341,41.379074,RENFE - SANTS ESTACIÓ-,Sants,552
Tramvia,2.186836,41.401681,"TRAMVIA (T4, T5, T6) - GLÒRIES-",el Fort Pienc,553
Tren a l'aeroport,2.140341,41.379074,Tren AEROPORT - SANTS ESTACIÓ-,Sants,554
Tren a l'aeroport,2.09108,41.331201,Tren AEROPORT - PRAT DE LLOBREGAT-,,555
Tren a l'aeroport,2.073913,41.304419,Tren AEROPORT- AEROPORT-,,556
RENFE,2.180357,41.46161,RENFE - TORRE BARÓ-,Torre Baró,557
RENFE,2.169552,41.388029,RENFE - CATALUNYA-,la Dreta de l'Eixample,558
Tramvia,2.068805,41.356785,"TRAMVIA (T1,T2) - CORNELLÀ CENTRE-",,559
Tramvia,2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-",la Maternitat i Sant Ramon,560
Metro i línies urbanes FGC,2.173855,41.437143,Llucmajor (Plaça Jardins d'Alfàbia)-,Porta,561
Estació marítima,2.175271,41.352842,Terminal Marítima E *Creuers-,la Marina del Prat Vermell,562
Tramvia,2.07622,41.371003,TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-,,563
Metro i línies urbanes FGC,2.126293,41.388261,Maria Cristina (Av. Diagonal / Doctor Ferran)-,Pedralbes,564
Metro i línies urbanes FGC,2.130663,41.384419,Les Corts (Joan Güell)-,les Corts,565
Metro i línies urbanes FGC,2.107269,41.344706,METRO (L1) - Hospital de Bellvitge-,,566
Metro i línies urbanes FGC,2.216089,41.411761,El Maresme | Fòrum (Avinguda Diagonal)-,el Besòs i el Maresme,567
Metro i línies urbanes FGC,2.183687,41.429661,METRO (L1) - Fabra i Puig-,Sant Andreu,568
Metro i línies urbanes FGC,2.187029,41.410191,METRO (L1) - Clot-,el Clot,569
Metro i línies urbanes FGC,2.175132,41.404013,METRO (L2) - Sagrada Família-,la Sagrada Família,570
Metro i línies urbanes FGC,2.183225,41.449928,METRO (L11) - Trinitat Nova-,la Trinitat Nova,571
Metro i línies urbanes FGC,2.170118,41.38635,METRO (L3) - Catalunya-,la Dreta de l'Eixample,572
Metro i línies urbanes FGC,2.167872,41.390085,METRO (L4) - Passeig de Gràcia-,la Dreta de l'Eixample,573
Metro i línies urbanes FGC,2.130897,41.384148,METRO (L3) - Les Corts-,les Corts,574
Metro i línies urbanes FGC,2.190697,41.443253,METRO (L1) - Torras i Bages-,Sant Andreu,575
Ferrocarrils Generalitat (FGC),2.168784,41.385795,FGC - CATALUNYA-,la Dreta de l'Eixample,576
Metro i línies urbanes FGC,2.163296,41.368985,METRO (FM) - Parc de Montjuïc-,el Poble-sec,577
Metro i línies urbanes FGC,2.191213,41.436628,METRO (L1) - Sant Andreu-,Sant Andreu,578
Metro i línies urbanes FGC,2.173471,41.387989,METRO (L4) - Urquinaona-,"Sant Pere, Santa Caterina i la Ribera",579
Metro i línies urbanes FGC,2.168269,41.389444,METRO (L2) - Passeig de Gràcia-,la Dreta de l'Eixample,580
Metro i línies urbanes FGC,2.118564,41.386008,METRO (L3) - Palau Reial-,la Maternitat i Sant Ramon,581
Metro i línies urbanes FGC,2.156904,41.438024,METRO (L3) - Valldaura-,Horta,582
Metro i línies urbanes FGC,2.154588,41.37926,METRO (L1) - Rocafort-,la Nova Esquerra de l'Eixample,583
Metro i línies urbanes FGC,2.132342,41.363166,METRO (L10S) - Ciutat de la Justícia-,,584
Estació marítima,2.17307,41.350262,Terminal Marítima A *Creuers-,la Marina del Prat Vermell,585
Telefèric,2.163082,41.368884,Telefèric de Montjuïc-,el Poble-sec,586
Tren a l'aeroport,2.193312,41.435959,Tren AEROPORT - SANT ANDREU COMTAL-,Sant Andreu,587
Ferrocarrils Generalitat (FGC),2.068427,41.351845,FGC - CORNELLÀ-RIERA-,,588
Ferrocarrils Generalitat (FGC),2.012394,41.388104,FGC - SANT VICENÇ DELS HORTS-,,589
Metro i línies urbanes FGC,2.168344,41.387636,Catalunya (Rambla Catalunya)-,la Dreta de l'Eixample,590
Metro i línies urbanes FGC,2.188412,41.403035,Glòries (Badajoz)-,el Parc i la Llacuna del Poblenou,591
Metro i línies urbanes FGC,2.093147,41.322571,Cèntric (Plaça Catalunya)-,,592
Metro i línies urbanes FGC,2.137453,41.375461,Plaça de Sants (Alcolea)-,Sants,593
Metro i línies urbanes FGC,2.142302,41.375225,Hostafrancs (Moianès)-,Hostafrancs,594
Metro i línies urbanes FGC,2.149237,41.375742,Espanya (Tarragona)-,la Nova Esquerra de l'Eixample,595
Ferrocarrils Generalitat (FGC),2.034689,41.357711,FGC - MOLÍ NOU-CIUTAT COOPERATIVA-,,596
Metro i línies urbanes FGC,2.168458,41.387194,Catalunya (Ronda Universitat)-,la Dreta de l'Eixample,597
Metro i línies urbanes FGC,2.1909,41.435915,Sant Andreu (Plaça d'Orfila)-,Sant Andreu,598
Metro i línies urbanes FGC,2.118475,41.375897,Collblanc (Av. Sant Ramon)-,,599
Metro i línies urbanes FGC,2.163121,41.368874,Parc de Montjuïc (Avinguda Miramar)-,el Poble-sec,600
Metro i línies urbanes FGC,2.147254,41.435565,Mundet (Passeig Vall d'Hebron)-,Montbau,601
Metro i línies urbanes FGC,2.228132,41.435169,Sant Roc (Alfons XII)-,,602
Metro i línies urbanes FGC,2.173167,41.462859,Can Cuiàs (Les Fustes)-,,603
Metro i línies urbanes FGC,2.10342,41.367637,Can Serra (Avinguda Can Serra)-,,604
Metro i línies urbanes FGC,2.127784,41.368463,Santa Eulàlia (Pont de la Torrassa)-,,605
Metro i línies urbanes FGC,2.133263,41.372557,Mercat Nou (Riera de Tena)-,Sants,606
Metro i línies urbanes FGC,2.171463,41.394694,Girona (Girona)-,la Dreta de l'Eixample,607
Metro i línies urbanes FGC,2.179295,41.383846,Jaume I (Argenteria)-,"Sant Pere, Santa Caterina i la Ribera",608
Metro i línies urbanes FGC,2.078983,41.357796,Gavarra (Lindavista)-,,609
Metro i línies urbanes FGC,2.174789,41.430265,Virrei Amat (Virrei Amat (muntanya))-,Vilapicina i la Torre Llobeta,610
Metro i línies urbanes FGC,2.182493,41.406856,Encants (València / Aragó)-,el Camp de l'Arpa del Clot,611
Metro i línies urbanes FGC,2.19628,41.415745,Bac de Roda (Fluvià)-,Sant Martí de Provençals,612
Metro i línies urbanes FGC,2.140712,41.33614,Port Comercial | La Factoria (Carrer A / Carrer 25)-,la Marina del Prat Vermell,613
Metro i línies urbanes FGC,2.140574,41.335914,Port Comercial | La Factoria (Carrer A / Carrer 27)-,la Marina del Prat Vermell,614
Metro i línies urbanes FGC,2.130188,41.35244,Fira (Accés SUD)-,,615
Metro i línies urbanes FGC,2.111982,41.384061,Zona Universitària (Dr. Marañón)-,la Maternitat i Sant Ramon,616
Metro i línies urbanes FGC,2.145069,41.411438,Vallcarca (Avinguda República Argentina)-,Vallcarca i els Penitents,617
Ferrocarrils Generalitat (FGC),2.130075,41.398154,FGC - LES TRES TORRES-,les Tres Torres,618
Ferrocarrils Generalitat (FGC),2.118998,41.398967,FGC - REINA ELISENDA-,Sarrià,619
Metro i línies urbanes FGC,2.166538,41.412424,Alfons X (Ronda Guinardó)-,el Baix Guinardó,620
Metro i línies urbanes FGC,2.183313,41.449237,Trinitat Nova (Pedrosa)-,la Trinitat Nova,621
Metro i línies urbanes FGC,2.126059,41.3757,Badal (Carrer de Sants / Arizala)-,Sants - Badal,622
Metro i línies urbanes FGC,2.176391,41.411169,Sant Pau | Dos de Maig (Dos de Maig)-,la Sagrada Família,623
Metro i línies urbanes FGC,2.145005,41.343141,Zona Franca (Carrer A / Carrer 1)-,la Marina del Prat Vermell,624
Metro i línies urbanes FGC,2.126822,41.387815,Maria Cristina (Gran Via Carles III)-,la Maternitat i Sant Ramon,625
Metro i línies urbanes FGC,2.245219,41.449755,Badalona Pompeu Fabra (Avinguda Martí Pujol)-,,626
Metro i línies urbanes FGC,2.172647,41.382043,Liceu (La Rambla / Mercat de la Boqueria)-,el Barri Gòtic,627
Metro i línies urbanes FGC,2.210309,41.420368,Besòs (Gran Via de les Corts Catalanes)-,el Besòs i el Maresme,628
Metro i línies urbanes FGC,2.133054,41.363447,Ciutat de la Justícia (Ciutat de la Justícia)-,,629
Metro i línies urbanes FGC,2.170416,41.375093,Paral·lel (Nou de la Rambla)-,el Raval,630
Metro i línies urbanes FGC,2.169668,41.385784,Catalunya (Bergara)-,la Dreta de l'Eixample,631
RENFE,2.115466,41.354367,RENFE - BELLVITGE-,,632
Metro i línies urbanes FGC,2.176089,41.425728,Maragall (Avinguda dels Quinze)-,Vilapicina i la Torre Llobeta,633
Metro i línies urbanes FGC,2.174555,41.430492,Virrei Amat (Pi i Molist)-,el Turó de la Peira,634
Metro i línies urbanes FGC,2.174104,41.430263,Virrei Amat (Fabra i Puig)-,Vilapicina i la Torre Llobeta,635
Metro i línies urbanes FGC,2.110869,41.35078,Bellvitge (Rambla de la Marina / Merca 2)-,,636
Metro i línies urbanes FGC,2.11051,41.351266,Bellvitge (Rambla de la Marina / Mercat Municipal)-,,637
Metro i línies urbanes FGC,2.165113,41.412096,Alfons X (Plaça Alfons el Savi)-,el Baix Guinardó,638
Tramvia,2.222906,41.415244,TRAMVIA (T4) - CAN LLIMA-,,639
Tramvia,2.19139,41.40443,TRAMVIA (T4) - CA L'ARANYÓ-,el Parc i la Llacuna del Poblenou,640
RENFE,2.06998,41.357914,RENFE - CORNELLÀ-,,641
RENFE,2.230523,41.424408,RENFE - SANT ADRIÀ DEL BESÒS-,,642
Tramvia,2.09287,41.376929,"TRAMVIA (T1,T2,T3) - CAN CLOTA-",,643
Tramvia,2.080799,41.369445,"TRAMVIA (T1,T2,T3) - MONTESA-",,644
Tramvia,2.142997,41.392183,"TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-",les Corts,645
Tramvia,2.126641,41.388002,"TRAMVIA (T1,T2,T3) - Mª CRISTINA-",la Maternitat i Sant Ramon,646
Tramvia,2.114498,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-",la Maternitat i Sant Ramon,647
Tramvia,2.067057,41.379733,TRAMVIA (T3) - WALDEN-,,648
Metro i línies urbanes FGC,2.120461,41.375868,Collblanc (Travessera de les Corts)-,,649
Metro i línies urbanes FGC,2.139599,41.379538,Sants Estació (Estació RENFE / Pl. Joan Peiró)-,Sants,650
Metro i línies urbanes FGC,2.166217,41.398489,Verdaguer (Avinguda Diagonal)-,la Dreta de l'Eixample,651
Metro i línies urbanes FGC,2.173434,41.403457,Sagrada Família (Plaça de la Sagrada Família)-,la Sagrada Família,652
Metro i línies urbanes FGC,2.175732,41.410069,Sant Pau | Dos de Maig (Cartagena)-,la Sagrada Família,653
Metro i línies urbanes FGC,2.201181,41.419425,Sant Martí (Cantàbria)-,Sant Martí de Provençals,654
Metro i línies urbanes FGC,2.161381,41.375145,Poble Sec (Parlament)-,Sant Antoni,655
Metro i línies urbanes FGC,2.099776,41.364118,METRO (L1) - Rambla Just Oliveras-,,656
Metro i línies urbanes FGC,2.135859,41.375542,Plaça de Sants (Galileu)-,Sants,657
Metro i línies urbanes FGC,2.175576,41.429232,Virrei Amat (Felip II / Virrei Amat)-,Vilapicina i la Torre Llobeta,658
Metro i línies urbanes FGC,2.174593,41.389664,METRO (L1) - Urquinaona-,la Dreta de l'Eixample,659
Metro i línies urbanes FGC,2.216718,41.411808,METRO (L4) - El Maresme | Fòrum-,el Besòs i el Maresme,660
Metro i línies urbanes FGC,2.163251,41.406455,METRO (L4) - Joanic-,el Camp d'en Grassot i Gràcia Nova,661
Metro i línies urbanes FGC,2.186861,41.410386,METRO (L2) - Clot-,el Camp de l'Arpa del Clot,662
Metro i línies urbanes FGC,2.124127,41.361383,METRO (L10S) - Provençana-,,663
Metro i línies urbanes FGC,2.151582,41.375046,METRO (L3) - Espanya-,el Poble-sec,664
Metro i línies urbanes FGC,2.166414,41.441782,METRO (L3) - Canyelles-,Canyelles,665
Tramvia,2.069961,41.36843,TRAMVIA (T2) - CENTRE MIQUEL MARTÍ I POL-,,666
Metro i línies urbanes FGC,2.091533,41.366599,METRO (L5) - Can Boixeres-,,667
Metro i línies urbanes FGC,2.237984,41.443933,METRO (L2) - Pep Ventura-,,668
Metro i línies urbanes FGC,2.133563,41.373031,METRO (L1) - Mercat Nou-,Sants,669
Ferrocarrils Generalitat (FGC),2.139256,41.406043,FGC - EL PUTXET-,el Putxet i el Farró,670
Metro i línies urbanes FGC,2.197738,41.399453,METRO (L4) - Llacuna-,el Poblenou,671
Metro i línies urbanes FGC,2.181191,41.392365,METRO (L1) - Arc de Triomf-,el Fort Pienc,672
Metro i línies urbanes FGC,2.07118,41.288324,METRO (L9S) - Aeroport T1-,,673
Metro i línies urbanes FGC,2.087956,41.316657,METRO (L9S) - Parc Nou-,,674
Metro i línies urbanes FGC,2.130479,41.352017,METRO (L9S) - Fira-,,675
Metro i línies urbanes FGC,2.205454,41.459442,METRO (L9N) - Singuerlín-,,676
Metro i línies urbanes FGC,2.215834,41.446878,METRO (L9N) - Santa Rosa-,,677
Metro i línies urbanes FGC,2.21851,41.451904,METRO (L9N) - Fondo-,,678
Metro i línies urbanes FGC,2.140684,41.336012,METRO (L10S) - Port Comercial | La Factoria-,la Marina del Prat Vermell,679
Metro i línies urbanes FGC,2.173644,41.403863,METRO (L5) - Sagrada Família-,la Sagrada Família,680
Metro i línies urbanes FGC,2.174939,41.429731,METRO (L5) - Virrei Amat-,Vilapicina i la Torre Llobeta,681
Metro i línies urbanes FGC,2.111648,41.38377,METRO (L9S) - Zona Universitària-,la Maternitat i Sant Ramon,682
Estació marítima,2.175174,41.368076,Terminal Marítima Sant Bertran *Ferris-,la Marina del Prat Vermell,683
Estació marítima,2.17479,41.350989,Terminal Marítima D *Creuers-,la Marina del Prat Vermell,684